,target,data,seq_len
2745,0,movie directed mick jackson leaves cliche unturned predictable plot characters straight central casting,13
2746,1,visually imaginative thematically instructive thoroughly delightful takes us roller coaster ride innocence experience without even hint typical kiddie flick sentimentality,20
2747,1,'s enough cool fun warm hearts animation enthusiasts ages,9
2748,0,feels less like 's teenagers written teenagers,7
2749,1,makes film special refreshingly unhibited enthusiasm people spite clearly evident poverty hardship bring music,14
2750,0,dark stormy night,3
2751,1,crammed incident bristles passion energy,5
2752,1,ensemble cast turns collectively stellar performance writing tight truthful full funny situations honest observations,14
2753,0,director carl franklin crisp economical one false move bogs genre cliches,11
2754,1,wendigo go cinema fed eye heart mind,7
2755,1,anyone remembers '60s interested one man 's response stroke ram dass fierce grace worth seeking,15
2756,1,whether like rap music loathe ca n't deny either tragic loss two young men prime talent power movie,18
2757,1,greene delivers typically solid performance role bit departure noble characters played past matched schweig carries film broad handsome shoulders,19
2758,1,apart anything else one best sustained ideas ever seen screen,10
2759,0,although tries much 's really another major league,8
2760,0,see would be surprises coming mile away execution twists delivered hammer thumbs,12
2761,0,city sea cinematic equivalent defensive driving 's careful conscientious makes major mistakes saves lives freeway necessarily make persuasive viewing,19
2762,1,birthday girl n't try surprise us plot twists rather seems enjoy transparency,12
2763,1,death smoochy n't get williams ' usual tear smile sneers bile spectacle nothing short refreshing,15
2764,0,true title traps audiences series relentlessly nasty situations would pay considerable ransom looking,13
2765,1,captivating cross cultural comedy manners,5
2766,1,end punch drunk love one films wanted like much actually sometimes 's enough,13
2767,0,pacing deadly narration helps little naipaul juicy writer negated,9
2768,1,dong shows intolerance power deform families tear apart,8
2769,0,psychology real narrative logic series carefully choreographed atrocities become strangely impersonal abstract,12
2770,1,elegantly produced expressively performed six musical numbers crystallize key plot moments minutely detailed wonders dreamlike ecstasy,16
2771,0,something akin japanese alice looking glass except seems take far seriously,11
2772,0,get sense good intentions derailed failure seek strike right tone,10
2773,1,makes one thing abundantly clear american musical comedy know would n't exist without precedent yiddish theater whose jolly fun for fun's sake communal spirit goes essence broadway,27
2774,1,tends remind one really solid woody allen film excellent use new york locales sharp writing,15
2775,1,emotions raw strike nerve anyone 's ever family trauma,9
2776,0,wildly erratic drama sequences make wince embarrassment others thanks actors quite touching,12
2777,0,looks feels like low budget hybrid scarface carlito 's way,10
2778,1,merchant effectively translates naipaul 's lively mix characters page screen,10
2779,1,planos fijos tomas largas un ritmo pausado y una sutil observaci n de sus personajes sin estridencias ni grandes revelaciones,20
2780,1,excellent performances jacqueline bisset martha plimpton grace deeply touching melodrama,10
2781,0,wildly incompetent brilliantly named half past dead seagal pessimists totally past prime,12
2782,1,phillip noyce actors well cinematographer christopher doyle understand delicate forcefulness greene 's prose 's screen version quiet american,18
2783,0,great script brought lousy direction guy hats big mistake,9
2784,0,shrill soporific everything repeated five six times seem tiresomely simpleminded,10
2785,0,dull simple minded stereotypical tale drugs death mind numbing indifference inner city streets,13
2786,0,ballistic worth price admission absolutely sucked would see please see previous answer,12
2787,1,disney 's live action division history releasing cinematic flotsam one occasion unearthed rare gem,14
2788,1,cuts core actually means face fears girl world boys boy truly love girl ride big metaphorical wave life wherever takes,20
2789,0,intelligence gay audiences grossly underestimated meaty plot well developed characters sacrificed skin flash barely fizzle,15
2790,0,'s little violence lots sex bid hold attention grows monotonous joan philip 's repetitive arguments schemes treachery,17
2791,0,top foundering performance madonna 's denied athleticism lighting emphasizes every line sag,12
2792,0,'s frankenstein monster film n't know wants,7
2793,0,bottom line nemesis films series fans undoubtedly enjoy uncommitted need n't waste time,13
2794,0,feeling movie veered far exxon zone left behind station looking return ticket realism,13
2795,0,'s certainly laudable movie deals hot button issues comedic context barbershop n't funny,13
2796,1,captures longing anguish ache confusing sexual messages wish part elusive adult world,12
2797,1,mcfarlane 's animation lifts film firmly level coming of age films 's also jarring 's hard get back boys ' story,21
2798,0,trouble every day success sense 's hard like film cold dead,11
2799,1,displaying equal amounts naivet passion talent beneath clouds establishes sen filmmaker considerable potential,13
2800,0,'m sure words ever together sentence erotic cannibal movie boring,10
2801,1,film brimming detail nuance one speaks volumes ability human spirit find solace events could easily crush forever,17
2802,1,together time human resources establish mr cantet france 's foremost cinematic poet workplace,13
2803,0,new movies bright sheen like ballistic arrive stillborn looking like beaten well worn video box cover seven years future,19
2804,0,fails convince audience brats ever anything losers,7
2805,1,movie worked right final scene caved,6
2806,0,blair witch style adventure plays like bad soap opera passable performances everyone cast,13
2807,0,found movie divided dysfunctional family portrays,6
2808,0,people make fun liking showgirls,5
2809,0,'m giving thumbs due endlessly repetitive scenes embarrassment 's got graceful way portraying devastation disease,15
2810,1,amused entertained unfolding bielinsky 's cleverly constructed scenario greatly impressed skill actors involved enterprise,14
2811,0,one movies 'd want watch week live,7
2812,1,comedy makes social commentary palatable,5
2813,1,says lot filmmaker wacky without clobbering audience head still maintain sense urgency suspense,13
2814,0,blue crush prolonged boring n't even close barn burningly bad movie promised would,13
2815,0,particularly toxic little bonbon palatable chosen jaundiced,7
2816,0,one lousy movie,3
2817,1,majidi 's poetic love story ravishing consciousness raiser bit draggy times,11
2818,1,cruelly funny twist teen comedy packed inventive cinematic tricks ironically killer soundtrack,12
2819,0,takes talent make lifeless movie heinous man ever lived,9
2820,1,romantic emotional ultimately satisfying teary eyed original,7
2821,0,drowning 's good sucker,4
2822,0,manages show life banality intention quite opposite,7
2823,0,bad,1
2824,1,format gets used best capture dizzying heights achieved motocross bmx riders whose balletic hotdogging occasionally ends bone crushing screwups,19
